Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
0.0,Thu Jun 28 08:50:55 +0000 2018,1.0,0.0,0.0,71,@nytimes
-0.6486,Thu Jun 28 08:44:03 +0000 2018,0.751,0.249,0.0,72,@nytimes
-0.6705,Thu Jun 28 08:31:08 +0000 2018,0.824,0.176,0.0,73,@nytimes
0.4215,Thu Jun 28 08:15:08 +0000 2018,0.872,0.0,0.128,74,@nytimes
-0.6597,Thu Jun 28 08:02:03 +0000 2018,0.779,0.221,0.0,75,@nytimes
-0.743,Thu Jun 28 07:47:25 +0000 2018,0.674,0.326,0.0,76,@nytimes
0.1531,Thu Jun 28 07:32:01 +0000 2018,0.738,0.119,0.143,77,@nytimes
-0.802,Thu Jun 28 07:17:02 +0000 2018,0.661,0.339,0.0,78,@nytimes
0.0,Thu Jun 28 07:02:01 +0000 2018,1.0,0.0,0.0,79,@nytimes
0.0,Thu Jun 28 06:47:53 +0000 2018,1.0,0.0,0.0,80,@nytimes
0.0,Thu Jun 28 06:31:18 +0000 2018,1.0,0.0,0.0,81,@nytimes
0.4404,Thu Jun 28 06:14:25 +0000 2018,0.868,0.0,0.132,82,@nytimes
0.0,Thu Jun 28 05:58:11 +0000 2018,1.0,0.0,0.0,83,@nytimes
-0.1531,Thu Jun 28 05:42:05 +0000 2018,0.805,0.107,0.087,84,@nytimes
0.0,Thu Jun 28 05:22:05 +0000 2018,1.0,0.0,0.0,85,@nytimes
0.3818,Thu Jun 28 05:02:04 +0000 2018,0.843,0.0,0.157,86,@nytimes
0.3182,Thu Jun 28 04:41:03 +0000 2018,0.717,0.093,0.19,87,@nytimes
-0.7717,Thu Jun 28 04:32:17 +0000 2018,0.573,0.427,0.0,88,@nytimes
-0.2023,Thu Jun 28 04:22:01 +0000 2018,0.726,0.154,0.12,89,@nytimes
-0.5859,Thu Jun 28 04:06:05 +0000 2018,0.798,0.202,0.0,90,@nytimes
-0.4767,Thu Jun 28 03:49:47 +0000 2018,0.78,0.22,0.0,91,@nytimes
-0.2263,Thu Jun 28 03:47:20 +0000 2018,0.826,0.174,0.0,92,@nytimes
0.0,Thu Jun 28 03:47:04 +0000 2018,1.0,0.0,0.0,93,@nytimes
0.0,Thu Jun 28 03:32:04 +0000 2018,1.0,0.0,0.0,94,@nytimes
0.0,Thu Jun 28 03:17:06 +0000 2018,1.0,0.0,0.0,95,@nytimes
0.0772,Thu Jun 28 03:02:06 +0000 2018,0.735,0.147,0.118,96,@nytimes
0.6908,Thu Jun 28 02:47:01 +0000 2018,0.542,0.113,0.345,97,@nytimes
-0.4927,Thu Jun 28 02:32:07 +0000 2018,0.775,0.225,0.0,98,@nytimes
0.296,Thu Jun 28 02:17:05 +0000 2018,0.901,0.0,0.099,99,@nytimes
0.6249,Thu Jun 28 02:10:25 +0000 2018,0.788,0.0,0.212,100,@nytimes
0.1779,Thu Jun 28 18:33:43 +0000 2018,0.516,0.225,0.258,1,@FoxNews
0.0,Thu Jun 28 18:28:12 +0000 2018,1.0,0.0,0.0,2,@FoxNews
-0.4215,Thu Jun 28 18:18:19 +0000 2018,0.872,0.128,0.0,3,@FoxNews
0.5106,Thu Jun 28 18:14:00 +0000 2018,0.769,0.0,0.231,4,@FoxNews
0.0,Thu Jun 28 17:44:01 +0000 2018,1.0,0.0,0.0,5,@FoxNews
-0.3245,Thu Jun 28 17:32:18 +0000 2018,0.67,0.208,0.122,6,@FoxNews
0.0,Thu Jun 28 17:22:37 +0000 2018,1.0,0.0,0.0,7,@FoxNews
0.0,Thu Jun 28 17:19:24 +0000 2018,1.0,0.0,0.0,8,@FoxNews
0.0,Thu Jun 28 17:09:48 +0000 2018,1.0,0.0,0.0,9,@FoxNews
0.3182,Thu Jun 28 16:58:13 +0000 2018,0.839,0.0,0.161,10,@FoxNews
0.5267,Thu Jun 28 16:57:42 +0000 2018,0.714,0.0,0.286,11,@FoxNews
0.0,Thu Jun 28 16:55:17 +0000 2018,1.0,0.0,0.0,12,@FoxNews
0.0,Thu Jun 28 16:54:21 +0000 2018,1.0,0.0,0.0,13,@FoxNews
0.0,Thu Jun 28 16:43:01 +0000 2018,1.0,0.0,0.0,14,@FoxNews
-0.6808,Thu Jun 28 16:26:25 +0000 2018,0.705,0.295,0.0,15,@FoxNews
0.7351,Thu Jun 28 16:12:00 +0000 2018,0.563,0.0,0.437,16,@FoxNews
0.0,Thu Jun 28 16:01:00 +0000 2018,1.0,0.0,0.0,17,@FoxNews
0.4019,Thu Jun 28 15:53:43 +0000 2018,0.847,0.0,0.153,18,@FoxNews
0.5106,Thu Jun 28 15:51:16 +0000 2018,0.677,0.0,0.323,19,@FoxNews
0.7003,Thu Jun 28 15:38:00 +0000 2018,0.674,0.0,0.326,20,@FoxNews
0.0,Thu Jun 28 15:32:05 +0000 2018,1.0,0.0,0.0,21,@FoxNews
0.2023,Thu Jun 28 15:22:27 +0000 2018,0.678,0.144,0.178,22,@FoxNews
0.5106,Thu Jun 28 15:05:44 +0000 2018,0.719,0.0,0.281,23,@FoxNews
0.5574,Thu Jun 28 14:59:37 +0000 2018,0.825,0.0,0.175,24,@FoxNews
-0.2023,Thu Jun 28 14:57:15 +0000 2018,0.859,0.141,0.0,25,@FoxNews
0.5267,Thu Jun 28 14:56:00 +0000 2018,0.812,0.0,0.188,26,@FoxNews
0.2732,Thu Jun 28 14:52:04 +0000 2018,0.846,0.0,0.154,27,@FoxNews
-0.34,Thu Jun 28 14:43:35 +0000 2018,0.87,0.13,0.0,28,@FoxNews
0.0,Thu Jun 28 14:35:07 +0000 2018,1.0,0.0,0.0,29,@FoxNews
0.0,Thu Jun 28 14:35:03 +0000 2018,1.0,0.0,0.0,30,@FoxNews
0.5719,Thu Jun 28 14:34:00 +0000 2018,0.761,0.0,0.239,31,@FoxNews
0.34,Thu Jun 28 14:27:29 +0000 2018,0.87,0.0,0.13,32,@FoxNews
-0.1027,Thu Jun 28 14:09:33 +0000 2018,0.903,0.097,0.0,33,@FoxNews
0.0,Thu Jun 28 14:05:32 +0000 2018,1.0,0.0,0.0,34,@FoxNews
0.0,Thu Jun 28 13:58:09 +0000 2018,1.0,0.0,0.0,35,@FoxNews
0.4927,Thu Jun 28 13:49:46 +0000 2018,0.819,0.0,0.181,36,@FoxNews
0.4588,Thu Jun 28 13:45:15 +0000 2018,0.85,0.0,0.15,37,@FoxNews
0.0,Thu Jun 28 13:37:19 +0000 2018,1.0,0.0,0.0,38,@FoxNews
0.0,Thu Jun 28 13:28:33 +0000 2018,1.0,0.0,0.0,39,@FoxNews
0.0,Thu Jun 28 13:20:07 +0000 2018,1.0,0.0,0.0,40,@FoxNews
-0.3612,Thu Jun 28 13:02:00 +0000 2018,0.783,0.217,0.0,41,@FoxNews
0.5267,Thu Jun 28 12:56:33 +0000 2018,0.702,0.0,0.298,42,@FoxNews
0.0,Thu Jun 28 12:49:00 +0000 2018,1.0,0.0,0.0,43,@FoxNews
0.2732,Thu Jun 28 12:47:25 +0000 2018,0.756,0.098,0.147,44,@FoxNews
0.5719,Thu Jun 28 12:28:02 +0000 2018,0.829,0.0,0.171,45,@FoxNews
0.3818,Thu Jun 28 12:25:01 +0000 2018,0.833,0.0,0.167,46,@FoxNews
0.0,Thu Jun 28 12:13:40 +0000 2018,1.0,0.0,0.0,47,@FoxNews
-0.4168,Thu Jun 28 12:02:50 +0000 2018,0.873,0.127,0.0,48,@FoxNews
0.3182,Thu Jun 28 11:55:49 +0000 2018,0.867,0.0,0.133,49,@FoxNews
0.6908,Thu Jun 28 11:40:46 +0000 2018,0.705,0.0,0.295,50,@FoxNews
0.743,Thu Jun 28 11:36:35 +0000 2018,0.674,0.0,0.326,51,@FoxNews
0.0,Thu Jun 28 11:14:08 +0000 2018,1.0,0.0,0.0,52,@FoxNews
0.0,Thu Jun 28 11:00:01 +0000 2018,1.0,0.0,0.0,53,@FoxNews
0.4588,Thu Jun 28 10:59:16 +0000 2018,0.75,0.0,0.25,54,@FoxNews
0.1531,Thu Jun 28 10:55:00 +0000 2018,0.577,0.192,0.231,55,@FoxNews
0.0,Thu Jun 28 10:49:09 +0000 2018,1.0,0.0,0.0,56,@FoxNews
0.0,Thu Jun 28 10:42:40 +0000 2018,1.0,0.0,0.0,57,@FoxNews
0.2486,Thu Jun 28 10:37:50 +0000 2018,0.707,0.121,0.172,58,@FoxNews
-0.4215,Thu Jun 28 10:34:05 +0000 2018,0.833,0.167,0.0,59,@FoxNews
-0.5267,Thu Jun 28 10:29:41 +0000 2018,0.827,0.173,0.0,60,@FoxNews
0.7579,Thu Jun 28 10:26:08 +0000 2018,0.519,0.0,0.481,61,@FoxNews
0.4173,Thu Jun 28 10:23:48 +0000 2018,0.824,0.0,0.176,62,@FoxNews
0.0,Thu Jun 28 10:16:58 +0000 2018,1.0,0.0,0.0,63,@FoxNews
0.4588,Thu Jun 28 10:12:04 +0000 2018,0.714,0.092,0.194,64,@FoxNews
0.0,Thu Jun 28 10:08:39 +0000 2018,1.0,0.0,0.0,65,@FoxNews
0.0,Thu Jun 28 10:05:43 +0000 2018,1.0,0.0,0.0,66,@FoxNews
0.0,Thu Jun 28 10:00:37 +0000 2018,1.0,0.0,0.0,67,@FoxNews
0.0,Thu Jun 28 09:58:09 +0000 2018,1.0,0.0,0.0,68,@FoxNews
-0.5106,Thu Jun 28 09:54:57 +0000 2018,0.829,0.171,0.0,69,@FoxNews
0.4588,Thu Jun 28 09:50:04 +0000 2018,0.733,0.0,0.267,70,@FoxNews
-0.6486,Thu Jun 28 09:48:41 +0000 2018,0.736,0.264,0.0,71,@FoxNews
0.3612,Thu Jun 28 09:39:18 +0000 2018,0.857,0.0,0.143,72,@FoxNews
0.5106,Thu Jun 28 09:33:28 +0000 2018,0.858,0.0,0.142,73,@FoxNews
0.34,Thu Jun 28 09:30:01 +0000 2018,0.882,0.0,0.118,74,@FoxNews
0.5859,Thu Jun 28 09:27:32 +0000 2018,0.725,0.0,0.275,75,@FoxNews
0.7351,Thu Jun 28 09:21:21 +0000 2018,0.693,0.0,0.307,76,@FoxNews
0.0,Thu Jun 28 09:14:00 +0000 2018,1.0,0.0,0.0,77,@FoxNews
-0.8779,Thu Jun 28 09:10:45 +0000 2018,0.474,0.526,0.0,78,@FoxNews
0.7003,Thu Jun 28 09:06:18 +0000 2018,0.655,0.0,0.345,79,@FoxNews
-0.6705,Thu Jun 28 09:04:19 +0000 2018,0.703,0.297,0.0,80,@FoxNews
-0.875,Thu Jun 28 08:57:45 +0000 2018,0.667,0.333,0.0,81,@FoxNews
0.0,Thu Jun 28 08:53:50 +0000 2018,1.0,0.0,0.0,82,@FoxNews
0.4019,Thu Jun 28 08:49:43 +0000 2018,0.69,0.0,0.31,83,@FoxNews
0.4939,Thu Jun 28 08:43:19 +0000 2018,0.769,0.0,0.231,84,@FoxNews
-0.765,Thu Jun 28 08:39:54 +0000 2018,0.68,0.32,0.0,85,@FoxNews
0.2716,Thu Jun 28 08:34:12 +0000 2018,0.89,0.0,0.11,86,@FoxNews
-0.5994,Thu Jun 28 08:30:44 +0000 2018,0.822,0.178,0.0,87,@FoxNews
0.3182,Thu Jun 28 08:25:09 +0000 2018,0.887,0.0,0.113,88,@FoxNews
0.0,Thu Jun 28 08:18:15 +0000 2018,1.0,0.0,0.0,89,@FoxNews
0.0,Thu Jun 28 08:16:05 +0000 2018,1.0,0.0,0.0,90,@FoxNews
-0.7184,Thu Jun 28 08:13:09 +0000 2018,0.625,0.375,0.0,91,@FoxNews
0.0,Thu Jun 28 08:11:47 +0000 2018,1.0,0.0,0.0,92,@FoxNews
0.8555,Thu Jun 28 08:08:45 +0000 2018,0.515,0.0,0.485,93,@FoxNews
0.0,Thu Jun 28 08:04:28 +0000 2018,1.0,0.0,0.0,94,@FoxNews
0.0,Thu Jun 28 08:00:00 +0000 2018,1.0,0.0,0.0,95,@FoxNews
0.5267,Thu Jun 28 07:53:00 +0000 2018,0.779,0.0,0.221,96,@FoxNews
0.7003,Thu Jun 28 07:45:00 +0000 2018,0.651,0.092,0.257,97,@FoxNews
0.4588,Thu Jun 28 07:38:00 +0000 2018,0.864,0.0,0.136,98,@FoxNews
-0.6249,Thu Jun 28 07:30:00 +0000 2018,0.746,0.254,0.0,99,@FoxNews
-0.3818,Thu Jun 28 07:23:00 +0000 2018,0.822,0.178,0.0,100,@FoxNews
